Date,Last Name,First Name,Vehicle Make,Vehicle Model,Status,Total Appointments,Total Missed Appointments
2021-01-26,Jenkins,Elijah,BMW,5 Series,Attended,,
2021-01-26,Gonzales,Joseph,Honda,Odyssey,Attended,,
2021-01-27,Simpson,Evelyn,Mazda,CX-5,Missed,,
2021-01-27,Gonzales,Charlotte,Mazda,CX-9,Attended,,
2021-01-27,Bradley,Nathan,Dodge,Durango,Missed,,
2021-01-27,Hudson,Matthew,Honda,Civic,Attended,,
2021-01-27,Murray,Andrew,Jeep,Wrangler,Attended,,
2021-01-28,Gomez,Sophia,Mazda,MX-5 Miata,Attended,,
2021-01-28,West,Amelia,Mercedes-Benz,E-Class,Attended,,
2021-01-28,Flores,Chloe,BMW,3 Series,Attended,,
2021-01-28,Walker,John,Chevrolet,Tahoe,Attended,,
2021-01-29,Martinez,Chloe,Audi,Q7,Missed,,
2021-01-29,Ferguson,Aria,Hyundai,Tucson,Attended,,
2021-01-29,Walker,Samuel,Audi,Q7,Missed,,
2021-01-29,Diaz,Lillian,BMW,X5,Attended,,
2021-02-01,Henry,John,Mazda,Mazda3,Missed,,
2021-02-01,Wallace,Emily,Kia,Forte,Attended,,
2021-02-02,Stevens,Ryan,Audi,Q7,Attended,,
2021-02-03,Gomez,Aubrey,Mercedes-Benz,GLE,Attended,,
2021-02-03,Rose,Sofia,Dodge,Challenger,Attended,,
2021-02-03,Hicks,Matthew,Nissan,Murano,Attended,,
2021-02-04,Matthews,Evelyn,Mazda,CX-3,Attended,,
2021-02-04,Hunter,William,Jeep,Cherokee,Attended,,
2021-02-05,Wilson,Aubrey,Subaru,Impreza,Attended,,
2021-02-05,Carpenter,Ryan,Mercedes-Benz,C-Class,Attended,,
2021-02-05,Lee,Charlotte,Volkswagen,Beetle,Attended,,
2021-02-05,Walker,William,Audi,A3,Attended,,
2021-02-08,Washington,Andrew,Honda,Odyssey,Attended,,
2021-02-08,Moore,Hannah,Jeep,Wrangler,Missed,,
2021-02-08,Bryant,Lucas,Audi,A3,Attended,,
2021-02-08,Dunn,Evelyn,Mazda,CX-3,Attended,,
2021-02-09,Kelly,Scarlett,Ford,Mustang,Missed,,
2021-02-09,Kelly,Adam,Audi,Q3,Attended,,
2021-02-09,Ray,Christopher,Subaru,Impreza,Missed,,
2021-02-09,Wells,Charlotte,Mazda,CX-3,Attended,,
2021-02-09,Collins,Charlotte,Toyota,Sienna,Missed,,
2021-02-10,Armstrong,Emily,Dodge,Challenger,Attended,,
2021-02-10,Young,Aiden,Volkswagen,Golf,Attended,,
2021-02-10,King,Benjamin,Dodge,Durango,Attended,,
2021-02-10,Webb,Joseph,Ford,Mustang,Attended,,
2021-02-10,Anderson,Chloe,Dodge,Grand Caravan,Attended,,
2021-02-11,Lopez,William,Honda,CR-V,Attended,,
2021-02-11,Lee,Logan,Volkswagen,Jetta,Attended,,
2021-02-11,Bradley,Elizabeth,Dodge,Charger,Attended,,
2021-02-11,Simpson,Aubrey,Dodge,Challenger,Attended,,
2021-02-11,Morgan,Jonathan,Audi,A3,Attended,,
2021-02-12,Adams,Joshua,BMW,7 Series,Missed,,
2021-02-12,Ellis,Jonathan,Volkswagen,Passat,Attended,,
2021-02-12,Rose,Joshua,Kia,Soul,Attended,,
2021-02-12,Duncan,Joshua,Honda,Accord,Attended,,
2021-02-12,Hayes,Nicholas,Mazda,CX-9,Attended,,
2021-02-15,Butler,Sophia,Audi,Q7,Attended,,
2021-02-15,Jones,Sarah,Hyundai,Palisade,Attended,,
2021-02-15,Marshall,Sophia,Toyota,Camry,Attended,,
2021-02-16,Campbell,Ella,Mazda,CX-9,Attended,,
2021-02-16,Stone,Sofia,Jeep,Wrangler,Attended,,
2021-02-16,Dixon,Lillian,Ford,Escape,Attended,,
2021-02-16,Sanders,Zoe,BMW,3 Series,Attended,,
2021-02-16,Thomas,Sophia,Nissan,Maxima,Attended,,
2021-02-17,Payne,Charlotte,Honda,Pilot,Attended,,
2021-02-17,Greene,Evelyn,Hyundai,Sonata,Attended,,
2021-02-18,Stephens,Evelyn,Mercedes-Benz,S-Class,Attended,,
2021-02-19,Brooks,Ella,Honda,CR-V,Missed,,
2021-02-19,Bailey,Jonathan,Toyota,Camry,Attended,,
2021-02-22,Hall,Jonathan,Honda,Accord,Attended,,
2021-02-22,Marshall,Lillian,Honda,Accord,Missed,,
2021-02-22,Gibson,Victoria,Ford,Edge,Attended,,
2021-02-22,Hughes,Jonathan,Kia,Sportage,Attended,,
2021-02-22,Willis,Grace,Hyundai,Kona,Attended,,
2021-02-23,Ross,Evelyn,Toyota,Camry,Attended,,
2021-02-23,Gray,Natalie,Hyundai,Kona,Attended,,
2021-02-23,Simpson,Harper,Nissan,Pathfinder,Attended,,
2021-02-23,Rose,Harper,Dodge,Grand Caravan,Attended,,
2021-02-23,Palmer,Amelia,Kia,Sportage,Attended,,
2021-02-24,Knight,Joseph,Volkswagen,Passat,Missed,,
2021-02-24,Ruiz,Jane,Audi,A3,Missed,,
2021-02-24,Ramos,Andrew,Nissan,Altima,Attended,,
2021-02-24,Ward,Sofia,Jeep,Renegade,Attended,,
2021-02-24,Peterson,Charlotte,Audi,Q3,Missed,,
2021-02-25,Mitchell,Amelia,Hyundai,Santa Fe,Attended,,
2021-02-25,Gardner,Dylan,Jeep,Compass,Attended,,
2021-02-25,Grant,Sarah,Honda,Accord,Attended,,
2021-02-25,Ford,Michael,Subaru,Legacy,Attended,,
2021-02-25,Armstrong,Lucas,Mercedes-Benz,C-Class,Attended,,
2021-02-26,Turner,Benjamin,Mercedes-Benz,S-Class,Attended,,
2021-02-26,Johnson,Jackson,Volkswagen,Beetle,Attended,,
2021-03-01,Reed,Aria,Audi,Q5,Attended,,
2021-03-01,Crawford,Elizabeth,Subaru,Crosstrek,Missed,,
2021-03-01,Wallace,Elizabeth,BMW,4 Series,Missed,,
2021-03-01,Hamilton,Natalie,Jeep,Compass,Attended,,
2021-03-01,Cunningham,Sophia,Chevrolet,Tahoe,Attended,,
2021-03-02,Tucker,Sofia,Mercedes-Benz,C-Class,Attended,,
2021-03-02,Parker,Lillian,Nissan,Pathfinder,Attended,,
2021-03-02,Baker,James,Mazda,Mazda6,Attended,,
2021-03-02,Garcia,Michael,Volkswagen,Tiguan,Attended,,
2021-03-03,Adams,Harper,Kia,Optima,Attended,,
2021-03-03,Davis,Adam,Toyota,Corolla,Attended,,
2021-03-03,McDonald,Elijah,Nissan,Murano,Attended,,
2021-03-03,Baker,Aria,Toyota,Tacoma,Attended,,
2021-03-04,Collins,Harper,Mercedes-Benz,C-Class,Missed,,
2021-03-04,Brooks,Abigail,Nissan,Pathfinder,Attended,,
2021-03-04,Edwards,Olivia,Subaru,Outback,Missed,,
2021-03-04,Rice,William,Kia,Forte,Attended,,
2021-03-04,Ortiz,Dylan,Hyundai,Palisade,Attended,,
2021-03-05,Black,William,Jeep,Compass,Attended,,
2021-03-05,Myers,David,Toyota,Camry,Attended,,
2021-03-05,Robertson,Grace,Mercedes-Benz,C-Class,Attended,,
2021-03-05,Taylor,Dylan,Hyundai,Sonata,Attended,,
2021-03-05,Perez,Elizabeth,Dodge,Avenger,Attended,,
2021-03-08,Matthews,Abigail,Volkswagen,Jetta,Attended,,
2021-03-08,Matthews,Christopher,Kia,Forte,Attended,,
2021-03-08,Simmons,Ella,Subaru,Crosstrek,Missed,,
2021-03-08,Lawrence,Elizabeth,Jeep,Renegade,Attended,,
2021-03-08,Armstrong,David,Chevrolet,Malibu,Attended,,
2021-03-09,Flores,Natalie,Mazda,CX-9,Attended,,
2021-03-09,Matthews,Elijah,Mazda,MX-5 Miata,Missed,,
2021-03-09,Griffin,Chloe,Hyundai,Santa Fe,Attended,,
2021-03-10,Perkins,Abigail,Hyundai,Palisade,Attended,,
2021-03-10,Reynolds,Joshua,Mercedes-Benz,GLC,Attended,,
2021-03-10,Rose,Scarlett,Mercedes-Benz,C-Class,Attended,,
2021-03-11,King,Andrew,Mercedes-Benz,S-Class,Attended,,
2021-03-11,West,Olivia,Toyota,Camry,Attended,,
2021-03-12,Young,Aubrey,Ford,Escape,Attended,,
2021-03-16,Simmons,Hannah,Mercedes-Benz,C-Class,Attended,,
2021-03-16,James,Joseph,Subaru,Impreza,Attended,,
2021-03-16,Robertson,Emily,Nissan,Maxima,Missed,,
2021-03-17,Flores,Aiden,Audi,A4,Missed,,
2021-03-17,Rose,Sofia,Hyundai,Santa Fe,Attended,,
2021-03-17,West,Zoe,Mazda,Mazda6,Missed,,
2021-03-17,Harris,Elizabeth,Nissan,Maxima,Missed,,
2021-03-17,Howard,Anthony,Mazda,Mazda3,Attended,,
2021-03-18,Stephens,Abigail,Mazda,CX-5,Attended,,
2021-03-18,Watkins,Gabriel,Hyundai,Tucson,Attended,,
2021-03-18,Ortiz,Grace,Hyundai,Elantra,Attended,,
2021-03-18,Hart,Adam,Audi,A3,Attended,,
2021-03-19,Matthews,Charlotte,Honda,Fit,Attended,,
2021-03-19,Johnson,Elizabeth,Audi,Q7,Attended,,
2021-03-22,Sullivan,John,BMW,X5,Missed,,
2021-03-22,McDonald,Sarah,Jeep,Wrangler,Missed,,
2021-03-23,Henry,Jackson,Jeep,Renegade,Missed,,
2021-03-23,Harris,Logan,Chevrolet,Impala,Attended,,
2021-03-23,Porter,Grace,Hyundai,Santa Fe,Attended,,
2021-03-23,Butler,Ella,Honda,Pilot,Attended,,
2021-03-23,Reyes,Ella,Mercedes-Benz,GLE,Attended,,
2021-03-24,Long,Benjamin,Audi,Q7,Missed,,
2021-03-24,Jordan,Jonathan,Mazda,CX-9,Attended,,
2021-03-24,Young,Amelia,BMW,X3,Attended,,
2021-03-24,Nelson,Adam,Dodge,Grand Caravan,Missed,,
2021-03-24,Reed,Joshua,Hyundai,Kona,Attended,,
2021-03-25,Thompson,James,Volkswagen,Jetta,Attended,,
2021-03-25,Dunn,Abigail,Subaru,Legacy,Missed,,
2021-03-25,Parker,Emily,Mazda,CX-9,Attended,,
2021-03-26,Berry,Sophia,Subaru,Forester,Attended,,
2021-03-26,Morgan,Sofia,Subaru,Crosstrek,Missed,,
2021-03-29,Bryant,Sofia,Subaru,Impreza,Attended,,
2021-03-29,Ray,Sophia,Hyundai,Tucson,Attended,,
2021-03-29,Hill,Emily,Audi,A6,Attended,,
2021-03-30,Martinez,Jonathan,Dodge,Journey,Missed,,
2021-03-30,Crawford,Sarah,Volkswagen,Atlas,Attended,,
2021-03-31,Garcia,David,Hyundai,Elantra,Attended,,
2021-03-31,Greene,Samuel,BMW,3 Series,Attended,,
2021-03-31,Jordan,Jane,Mazda,CX-3,Attended,,
2021-04-01,Kelly,Charlotte,Jeep,Grand Cherokee,Attended,,
2021-04-01,Anderson,John,Chevrolet,Malibu,Attended,,
2021-04-02,Reynolds,Joshua,Hyundai,Tucson,Attended,,
2021-04-02,Thompson,Joseph,Chevrolet,Silverado,Missed,,
2021-04-02,Davis,Elijah,Toyota,Highlander,Attended,,
2021-04-02,Powell,Aria,BMW,X3,Attended,,
2021-04-02,Cooper,Adam,Mazda,MX-5 Miata,Attended,,
2021-04-05,Carpenter,Jonathan,Mercedes-Benz,C-Class,Attended,,
2021-04-05,Lawrence,Sophia,Volkswagen,Passat,Attended,,
2021-04-05,Thompson,Daniel,Toyota,Highlander,Attended,,
2021-04-06,Daniels,Sarah,BMW,3 Series,Missed,,
2021-04-06,Martin,William,Hyundai,Sonata,Attended,,
2021-04-06,Willis,Mia,Audi,A3,Missed,,
2021-04-06,Fox,Chloe,Honda,Odyssey,Missed,,
2021-04-06,Webb,Nicholas,Mercedes-Benz,E-Class,Attended,,
2021-04-07,Ramos,Sarah,Mazda,CX-3,Attended,,
2021-04-07,Rice,Benjamin,Ford,Escape,Attended,,
2021-04-07,Powell,Olivia,Toyota,Highlander,Attended,,
2021-04-07,Bailey,Matthew,BMW,X5,Missed,,
2021-04-07,Morgan,Logan,Volkswagen,Passat,Attended,,
2021-04-08,Hicks,James,Hyundai,Tucson,Missed,,
2021-04-08,Powell,Sofia,Dodge,Journey,Attended,,
2021-04-08,Perkins,Sofia,Mercedes-Benz,GLA,Attended,,
2021-04-09,Grant,Emily,Hyundai,Palisade,Missed,,
2021-04-09,Owens,Gabriel,Mazda,CX-3,Attended,,
2021-04-09,Rivera,Victoria,Nissan,Rogue,Attended,,
2021-04-09,Nichols,Abigail,Nissan,Maxima,Attended,,
2021-04-12,Powell,Jane,Nissan,Maxima,Attended,,
2021-04-12,Bradley,Anthony,Audi,A4,Attended,,
2021-04-12,Cooper,John,Jeep,Grand Cherokee,Attended,,
2021-04-12,Nichols,Olivia,Mercedes-Benz,C-Class,Attended,,
2021-04-12,Stewart,Emma,BMW,X3,Missed,,
2021-04-13,Foster,Emma,Audi,A6,Attended,,
2021-04-13,Hicks,Samuel,BMW,5 Series,Attended,,
2021-04-13,Hayes,Ryan,Volkswagen,Atlas,Attended,,
2021-04-13,Barnes,Sofia,Ford,Mustang,Attended,,
2021-04-14,Ellis,Zoe,Mercedes-Benz,C-Class,Attended,,
2021-04-14,Woods,Lucas,Subaru,Crosstrek,Attended,,
2021-04-14,Hawkins,Dylan,Dodge,Durango,Attended,,
2021-04-15,Taylor,Lucas,Mazda,MX-5 Miata,Attended,,
2021-04-15,Ruiz,Victoria,Mazda,Mazda3,Attended,,
2021-04-15,Ford,Aiden,Mercedes-Benz,E-Class,Attended,,
2021-04-16,Peterson,Charlotte,Mazda,CX-9,Missed,,
2021-04-16,Hayes,Sophia,Dodge,Challenger,Attended,,
2021-04-16,Dixon,Hannah,Chevrolet,Equinox,Missed,,
2021-04-16,Sanders,Lucas,BMW,4 Series,Attended,,
2021-04-16,Payne,Mia,Subaru,BRZ,Attended,,
2021-04-19,Willis,Ryan,BMW,7 Series,Missed,,
2021-04-19,Torres,Anthony,Mazda,CX-3,Attended,,
2021-04-19,Long,Scarlett,Mercedes-Benz,E-Class,Attended,,
2021-04-19,Knight,Adam,Kia,Sportage,Attended,,
2021-04-20,Crawford,Scarlett,Kia,Optima,Attended,,
2021-04-20,James,Grace,Dodge,Charger,Attended,,
2021-04-20,Barnes,William,Honda,Odyssey,Attended,,
2021-04-20,Howard,Lucas,Audi,Q7,Missed,,
2021-04-21,Sullivan,Matthew,Volkswagen,Golf,Attended,,
2021-04-21,Willis,Zoe,BMW,5 Series,Missed,,
2021-04-21,Ferguson,Caleb,Audi,A3,Missed,,
2021-04-21,Cook,Nicholas,Mercedes-Benz,C-Class,Attended,,
2021-04-21,Morris,Jane,Volkswagen,Tiguan,Attended,,
2021-04-22,Olson,Sofia,Mercedes-Benz,C-Class,Attended,,
2021-04-22,Kennedy,Aiden,Ford,F-150,Attended,,
2021-04-22,Hughes,Adam,Chevrolet,Malibu,Attended,,
2021-04-23,Stephens,Caleb,Mazda,CX-9,Attended,,
2021-04-23,Howard,Amelia,Dodge,Durango,Attended,,
2021-04-26,Thomas,Joseph,BMW,5 Series,Attended,,
2021-04-26,Hicks,Gabriel,Nissan,Maxima,Missed,,
2021-04-26,Harris,Evelyn,Mazda,CX-3,Attended,,
2021-04-27,Hill,Ella,Jeep,Wrangler,Missed,,
2021-04-27,Ferguson,Michael,Audi,Q7,Missed,,
2021-04-27,Torres,James,Mercedes-Benz,GLA,Attended,,
2021-04-27,Coleman,Avery,Subaru,Crosstrek,Attended,,
2021-04-28,Stone,Hannah,Kia,Optima,Attended,,
2021-04-28,Lee,Lucas,BMW,5 Series,Missed,,
2021-04-28,Wright,Aiden,Jeep,Compass,Attended,,
2021-04-28,Ramos,Nicholas,BMW,X3,Attended,,
2021-04-28,Stewart,Ryan,Toyota,Corolla,Attended,,
2021-04-29,Ross,Ryan,Subaru,Forester,Attended,,
2021-04-29,Harper,Ryan,Audi,A6,Attended,,
2021-04-29,Matthews,Charlotte,Nissan,Altima,Attended,,
2021-04-29,Hunter,Emma,Volkswagen,Beetle,Attended,,
2021-04-30,Reed,Chloe,Kia,Telluride,Missed,,
2021-04-30,Ramirez,Abigail,Hyundai,Elantra,Missed,,
2021-04-30,Cooper,Mia,Honda,Civic,Attended,,
2021-04-30,Hawkins,Anthony,Toyota,Sienna,Attended,,
2021-04-30,Morris,Ella,Nissan,Altima,Attended,,
2021-05-03,Freeman,Emma,Kia,Forte,Attended,,
2021-05-03,Long,Natalie,BMW,X3,Missed,,
2021-05-03,Thompson,Joshua,Hyundai,Santa Fe,Attended,,
2021-05-03,White,Olivia,Ford,Mustang,Attended,,
2021-05-03,Bradley,Ryan,Volkswagen,Beetle,Attended,,
2021-05-04,Snyder,Caleb,Honda,Pilot,Attended,,
2021-05-04,Campbell,Emily,Mazda,Mazda3,Missed,,
2021-05-04,Owens,Zoe,Nissan,Pathfinder,Attended,,
2021-05-04,Perkins,Victoria,Nissan,Pathfinder,Attended,,
2021-05-04,Powell,Anthony,Jeep,Grand Cherokee,Attended,,
2021-05-05,Turner,Jonathan,Toyota,Corolla,Attended,,
2021-05-05,McDonald,James,Honda,Civic,Missed,,
2021-05-05,Spencer,William,Mazda,Mazda6,Attended,,
2021-05-05,Martinez,William,Mercedes-Benz,GLE,Attended,,
2021-05-06,Knight,Victoria,Honda,Accord,Attended,,
2021-05-06,Young,Elizabeth,Jeep,Compass,Attended,,
2021-05-06,Henry,Nathan,Mercedes-Benz,GLE,Attended,,
2021-05-06,Knight,Lillian,Audi,Q7,Attended,,
2021-05-07,Scott,Joshua,Hyundai,Elantra,Attended,,
2021-05-07,Rice,Abigail,Mazda,CX-9,Attended,,
2021-05-10,Carpenter,Lucas,BMW,4 Series,Attended,,
2021-05-10,Wilson,Charlotte,Jeep,Renegade,Attended,,
2021-05-10,Simmons,Aubrey,Toyota,Camry,Attended,,
2021-05-11,Crawford,Elijah,Mazda,MX-5 Miata,Attended,,
2021-05-11,Clark,Mia,Subaru,Impreza,Attended,,
2021-05-11,Rose,Logan,Nissan,Murano,Attended,,
2021-05-11,Lee,Chloe,Chevrolet,Impala,Missed,,
2021-05-11,Snyder,Avery,Jeep,Renegade,Attended,,
2021-05-12,Woods,Abigail,Mazda,CX-5,Attended,,
2021-05-12,Hicks,Olivia,Subaru,Legacy,Attended,,
2021-05-12,Mills,Samuel,Jeep,Grand Cherokee,Attended,,
2021-05-12,Pierce,Sophia,Jeep,Renegade,Missed,,
2021-05-12,Perkins,Sarah,Jeep,Gladiator,Missed,,
2021-05-13,Collins,William,Dodge,Avenger,Attended,,
2021-05-13,Snyder,Anthony,Volkswagen,Beetle,Attended,,
2021-05-13,Johnson,Lucas,Hyundai,Elantra,Attended,,
2021-05-13,Gomez,Hannah,Hyundai,Palisade,Attended,,
2021-05-13,Wood,Nathan,Toyota,Tacoma,Attended,,
2021-05-14,Washington,Christopher,Subaru,Impreza,Attended,,
2021-05-14,Harper,Aria,Mazda,CX-9,Attended,,
2021-05-14,Richardson,Lillian,Jeep,Renegade,Attended,,
2021-05-14,Wells,Sofia,Ford,Escape,Missed,,
2021-05-14,Alexander,Logan,Chevrolet,Tahoe,Missed,,
2021-05-17,Bailey,Andrew,Subaru,Impreza,Attended,,
2021-05-17,Washington,Elizabeth,Audi,Q7,Missed,,
2021-05-17,Harrison,Adam,Chevrolet,Equinox,Missed,,
2021-05-17,Fox,Joseph,Mercedes-Benz,GLC,Missed,,
2021-05-18,Carter,Elizabeth,Ford,Escape,Missed,,
2021-05-19,Patterson,Jane,Jeep,Grand Cherokee,Attended,,
2021-05-19,Crawford,Aiden,Toyota,Corolla,Attended,,
2021-05-20,Dixon,James,Toyota,Corolla,Missed,,
2021-05-20,Ruiz,Lillian,Subaru,Outback,Attended,,
2021-05-20,Rogers,Matthew,Subaru,BRZ,Attended,,
2021-05-20,Alexander,Christopher,Honda,Fit,Attended,,
2021-05-21,Greene,Sofia,Subaru,Impreza,Attended,,
2021-05-21,Gray,Victoria,Audi,A6,Attended,,
2021-05-24,Cooper,Nicholas,Jeep,Cherokee,Missed,,
2021-05-24,Morgan,Ryan,Hyundai,Santa Fe,Attended,,
2021-05-24,Myers,Aria,Subaru,Forester,Missed,,
2021-05-24,White,Scarlett,Jeep,Gladiator,Attended,,
2021-05-24,Wells,Joseph,Volkswagen,Passat,Attended,,
2021-05-25,Hicks,Dylan,Hyundai,Elantra,Missed,,
2021-05-25,Boyd,Zoe,Honda,Pilot,Attended,,
2021-05-25,Boyd,Benjamin,Honda,Pilot,Attended,,
2021-05-25,Campbell,Ryan,Chevrolet,Tahoe,Attended,,
2021-05-25,Roberts,Aiden,Hyundai,Sonata,Attended,,
2021-05-26,Palmer,Lucas,Audi,Q3,Attended,,
2021-05-27,Alexander,Caleb,Jeep,Grand Cherokee,Attended,,
2021-05-27,McDonald,William,Ford,Explorer,Attended,,
2021-05-28,Turner,William,Chevrolet,Cruze,Missed,,
2021-05-28,Kennedy,Christopher,Hyundai,Palisade,Attended,,
2021-05-28,Carroll,Caleb,Hyundai,Tucson,Attended,,
2021-05-31,Carter,Aubrey,Toyota,Highlander,Attended,,
2021-05-31,Wood,Chloe,Mercedes-Benz,GLC,Missed,,
2021-05-31,Porter,Lillian,BMW,X5,Missed,,
2021-05-31,Lawrence,Charlotte,Audi,A6,Missed,,
2021-05-31,Burns,Harper,Mazda,Mazda6,Attended,,
2021-06-01,Johnson,Harper,Chevrolet,Cruze,Missed,,
2021-06-01,Duncan,Charlotte,Mazda,CX-9,Attended,,
2021-06-01,Porter,Jackson,Volkswagen,Jetta,Attended,,
2021-06-01,Fisher,Dylan,Kia,Optima,Attended,,
2021-06-01,Brooks,Aria,Audi,Q7,Attended,,
2021-06-02,Hughes,Logan,Audi,A3,Attended,,
2021-06-02,Coleman,Amelia,Honda,CR-V,Missed,,
2021-06-02,Lewis,Joseph,Mercedes-Benz,C-Class,Missed,,
2021-06-02,Stephens,Jane,Honda,Civic,Attended,,
2021-06-03,Hudson,Emily,Volkswagen,Tiguan,Attended,,
2021-06-03,Armstrong,Samuel,Audi,Q7,Attended,,
2021-06-03,Evans,William,Volkswagen,Passat,Attended,,
2021-06-03,Green,Scarlett,Honda,Odyssey,Attended,,
2021-06-03,Evans,Ella,Ford,Fusion,Attended,,
2021-06-04,Mills,Victoria,Volkswagen,Beetle,Attended,,
2021-06-07,Cunningham,Nathan,Jeep,Compass,Attended,,
2021-06-07,Bailey,Nicholas,Toyota,Sienna,Missed,,
2021-06-07,Hughes,Dylan,Audi,Q5,Attended,,
2021-06-07,Davis,Matthew,Nissan,Pathfinder,Attended,,
2021-06-08,Gomez,Jackson,BMW,X5,Attended,,
2021-06-08,Cole,Joseph,Subaru,Legacy,Attended,,
2021-06-09,Riley,Lillian,Hyundai,Palisade,Attended,,
2021-06-09,Hicks,Adam,Ford,F-150,Attended,,
2021-06-09,Bailey,Emily,Volkswagen,Passat,Attended,,
2021-06-09,Walker,Aubrey,Audi,Q5,Attended,,
2021-06-09,Carpenter,Grace,Jeep,Renegade,Missed,,
2021-06-10,Johnson,Avery,Chevrolet,Silverado,Attended,,
2021-06-10,Richardson,Nathan,Audi,A4,Missed,,
2021-06-11,Lee,Chloe,Hyundai,Sonata,Attended,,
2021-06-11,Kelly,Jackson,Mazda,Mazda3,Missed,,
2021-06-11,Harper,Jane,Ford,Explorer,Missed,,
2021-06-11,Holmes,Lucas,Mercedes-Benz,S-Class,Attended,,
2021-06-11,Matthews,Joshua,Mazda,MX-5 Miata,Attended,,
2021-06-14,Kelly,Nicholas,Jeep,Wrangler,Attended,,
2021-06-16,Gray,Jane,Kia,Soul,Missed,,
2021-06-16,Bradley,Victoria,Mercedes-Benz,GLA,Missed,,
2021-06-16,Rivera,Emily,Hyundai,Palisade,Attended,,
2021-06-16,Henderson,Anthony,Nissan,Murano,Attended,,
2021-06-16,Ward,Adam,Ford,Explorer,Attended,,
2021-06-17,Richardson,Harper,Chevrolet,Malibu,Attended,,
2021-06-17,Cook,Sarah,Toyota,RAV4,Attended,,
2021-06-17,White,Harper,Mercedes-Benz,GLC,Attended,,
2021-06-17,Ferguson,Caleb,Toyota,Tacoma,Missed,,
2021-06-18,Morales,Emily,Ford,F-150,Missed,,
2021-06-18,Bradley,Scarlett,Mazda,Mazda6,Attended,,
2021-06-21,Berry,Benjamin,BMW,5 Series,Attended,,
2021-06-21,Murphy,Lillian,Toyota,Highlander,Attended,,
2021-06-21,Garcia,Benjamin,BMW,X3,Attended,,
2021-06-21,Phillips,Zoe,BMW,4 Series,Attended,,
2021-06-21,Hill,Andrew,Mazda,CX-5,Attended,,
2021-06-22,Edwards,Daniel,Volkswagen,Golf,Attended,,
2021-06-23,Allen,Michael,Mazda,MX-5 Miata,Missed,,
2021-06-23,Barnes,Adam,Honda,Fit,Attended,,
2021-06-23,Riley,Sophia,Mazda,Mazda3,Attended,,
2021-06-24,Murphy,Elizabeth,Hyundai,Tucson,Missed,,
2021-06-24,Hughes,Nicholas,Nissan,Murano,Attended,,
2021-06-24,Turner,Evelyn,Mercedes-Benz,E-Class,Missed,,
2021-06-24,Marshall,Harper,Hyundai,Palisade,Attended,,
2021-06-24,Cook,Hannah,BMW,X3,Missed,,
2021-06-25,Dixon,Amelia,Honda,Fit,Attended,,
2021-06-25,Bailey,David,Jeep,Wrangler,Attended,,
2021-06-25,Price,Emma,Chevrolet,Equinox,Attended,,
2021-06-25,Berry,Dylan,Chevrolet,Tahoe,Attended,,
2021-06-28,King,Joshua,Nissan,Pathfinder,Attended,,
2021-06-28,Price,Lucas,Mazda,Mazda6,Missed,,
2021-06-28,Graham,Logan,Volkswagen,Beetle,Attended,,
2021-06-29,Rogers,Matthew,Mazda,CX-5,Missed,,
2021-06-29,Torres,Amelia,Toyota,Tacoma,Attended,,
2021-06-29,Gomez,Logan,Volkswagen,Passat,Missed,,
2021-06-29,Ward,William,Volkswagen,Beetle,Missed,,
2021-06-29,Jones,Ryan,Honda,Civic,Attended,,
2021-06-30,Wagner,Jane,Nissan,Pathfinder,Attended,,
2021-06-30,Gibson,Olivia,BMW,7 Series,Attended,,
2021-07-01,Gordon,William,Jeep,Compass,Missed,,
2021-07-01,Davis,Lillian,Jeep,Gladiator,Missed,,
2021-07-01,Cook,Zoe,Hyundai,Elantra,Attended,,
2021-07-01,Sanders,Emma,Hyundai,Kona,Missed,,
2021-07-01,Porter,Zoe,Audi,Q5,Attended,,
2021-07-02,Hall,Evelyn,Audi,A4,Attended,,
2021-07-02,Lopez,Zoe,Toyota,Sienna,Attended,,
2021-07-02,Ruiz,Samuel,Dodge,Challenger,Attended,,
2021-07-05,Tucker,Joshua,Chevrolet,Malibu,Attended,,
2021-07-05,Mitchell,David,Audi,Q7,Attended,,
2021-07-05,Woods,Gabriel,Audi,A3,Missed,,
2021-07-05,Ford,Evelyn,Audi,Q7,Attended,,
2021-07-05,Reynolds,Emily,Chevrolet,Impala,Attended,,
2021-07-06,Coleman,James,Subaru,Crosstrek,Attended,,
2021-07-07,Russell,Matthew,Chevrolet,Silverado,Attended,,
2021-07-07,Mills,Scarlett,Mazda,CX-5,Attended,,
2021-07-08,Woods,Jonathan,Chevrolet,Equinox,Missed,,
2021-07-08,Hernandez,Jonathan,Toyota,Camry,Attended,,
2021-07-08,Freeman,Michael,Mercedes-Benz,C-Class,Attended,,
2021-07-08,Cruz,Matthew,Chevrolet,Equinox,Attended,,
2021-07-09,King,Scarlett,Ford,Mustang,Attended,,
2021-07-09,Taylor,Harper,Volkswagen,Jetta,Attended,,
2021-07-09,Webb,Nicholas,Nissan,Pathfinder,Attended,,
2021-07-12,Stone,Emily,Nissan,Altima,Attended,,
2021-07-12,Kennedy,Abigail,Mercedes-Benz,S-Class,Attended,,
2021-07-12,Murphy,Jackson,Ford,Escape,Attended,,
2021-07-12,Stevens,Ella,Ford,F-150,Attended,,
2021-07-12,Hawkins,Zoe,Toyota,Tacoma,Attended,,
